success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,retrieval-trial,10,188708,0.0-10.0,,,,,4869.0,,,arrowright,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,11,197485,0.0-11.0,,,,,4811.0,,,arrowleft,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,survey-multi-choice,12,244273,0.0-12.0-0.0,,,,,46780.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,13,249915,0.0-13.0,,,,,5638.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
True,fullscreen,14,257169,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,15,264642,0.0-15.0,,,,,7470.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,16,273808,0.0-16.0,,,,,4907.0,,, ,jam,/static/object_pics/picture_fruit/orange.jpg,2000.0,7000.0,1212.9634187604076,1017.9468692818166,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,17,281965,0.0-17.0,,,,,4895.0,,, ,remove,/static/object_pics/picture_insect/fly.jpg,2000.0,7000.0,713.626029284149,522.0396181323606,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,18,291537,0.0-18.0,,,,,4961.0,,, ,utilize,/static/object_pics/drawing_electronic/computer mouse.jpg,2000.0,7000.0,1365.1710666882848,1225.2257324138482,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,19,300580,0.0-19.0,,,,,5011.0,,, ,divide,/static/object_pics/picture_insect/ant.jpg,2000.0,7000.0,733.0774513420257,1267.7246660665132,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,20,311403,0.0-20.0,,,,,5911.0,,, ,walk,/static/object_pics/drawing_mammal/horse.jpg,2000.0,7000.0,1481.9328805841083,1397.5823941027902,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,21,320542,0.0-21.0,,,,,5283.0,,, ,allocate,/static/object_pics/picture_electronic/microphone.jpg,2000.0,7000.0,1169.1494834766418,637.84175261966,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,22,330715,0.0-22.0,,,,,5896.0,,, ,smash,/static/object_pics/picture_bird/ostrich.jpg,2000.0,7000.0,1406.9121331846864,829.7636057431721,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,23,340568,0.0-23.0,,,,,5462.0,,, ,hop,/static/object_pics/picture_insect/bumble bee.jpg,2000.0,7000.0,1435.224810227264,934.223750679987,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,24,348221,0.0-24.0,,,,,7649.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,number-parity-trial,25,368229,0.0-25.0,,,,,,,"['arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[46, 96, 39, 60, 73, 36, 9, 39, 25, 86, 27, 95, 64, 25]","[True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,26,375675,0.0-26.0,,,,,7442.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,27,382360,0.0-27.0,,,,,6683.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,28,392260,0.0-28.0,,,,,5985.0,,,arrowright,divide,/static/object_pics/picture_insect/ant.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,29,400638,0.0-29.0,,,,,4136.0,,,arrowleft,smash,/static/object_pics/picture_bird/ostrich.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,30,407337,0.0-30.0,,,,,3146.0,,,arrowleft,utilize,/static/object_pics/drawing_electronic/computer mouse.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,31,413802,0.0-31.0,,,,,2084.0,,,arrowleft,hop,/static/object_pics/picture_insect/bumble bee.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,32,421155,0.0-32.0,,,,,2919.0,,,arrowleft,allocate,/static/object_pics/picture_electronic/microphone.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,33,429676,0.0-33.0,,,,,4568.0,,,arrowright,walk,/static/object_pics/drawing_mammal/horse.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,34,436651,0.0-34.0,,,,,2777.0,,,arrowright,jam,/static/object_pics/picture_fruit/orange.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,35,446131,0.0-35.0,,,,,5479.0,,,arrowright,remove,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,36,452223,0.0-36.0,,,,,1652.0,,,arrowleft,hop,/static/object_pics/picture_insect/bumble bee.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,37,457537,0.0-37.0,,,,,1695.0,,,arrowdown,utilize,/static/object_pics/drawing_electronic/computer mouse.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,38,464043,0.0-38.0,,,,,2755.0,,,arrowleft,divide,/static/object_pics/picture_insect/ant.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,39,469502,0.0-39.0,,,,,1810.0,,,arrowleft,jam,/static/object_pics/picture_fruit/orange.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,40,475868,0.0-40.0,,,,,2696.0,,,arrowright,smash,/static/object_pics/picture_bird/ostrich.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,41,481984,0.0-41.0,,,,,2224.0,,,arrowright,walk,/static/object_pics/drawing_mammal/horse.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,42,488389,0.0-42.0,,,,,2298.0,,,arrowdown,remove,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,43,493685,0.0-43.0,,,,,1553.0,,,arrowdown,allocate,/static/object_pics/picture_electronic/microphone.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,44,497358,0.0-44.0,,,,,3668.0,"<p>In that last set of trials, you were correct 50% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,45,500216,0.0-45.0,,,,,2857.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,46,509268,0.0-46.0,,,,,5541.0,,, ,spin,/static/object_pics/picture_sea/starfish02.jpg,2000.0,7000.0,735.6668259842583,744.5560940032124,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,47,520163,0.0-47.0,,,,,6141.0,,, ,locate,/static/object_pics/drawing_clothe/shirt.jpg,2000.0,7000.0,1373.5596972656588,1356.8871293212298,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,48,528087,0.0-48.0,,,,,4147.0,,, ,spread,/static/object_pics/picture_mammal/bull.jpg,2000.0,7000.0,541.0384007192562,1208.593057809994,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,49,536083,0.0-49.0,,,,,4099.0,,, ,fall,/static/object_pics/picture_insect/centipede.jpg,2000.0,7000.0,569.9566842387995,1300.868899969937,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,50,544136,0.0-50.0,,,,,3834.0,,, ,combine,/static/object_pics/picture_sea/swordfish.jpg,2000.0,7000.0,1150.3022287930257,1027.3135814381521,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,51,553937,0.0-51.0,,,,,5509.0,,, ,trap,/static/object_pics/drawing_electronic/printer.jpg,2000.0,7000.0,861.496148658515,1406.1250973076826,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,52,561165,0.0-52.0,,,,,3643.0,,, ,push,/static/object_pics/drawing_fruit/kiwi.jpg,2000.0,7000.0,791.9529610114955,773.526539704555,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,53,569198,0.0-53.0,,,,,3596.0,,, ,peek,/static/object_pics/drawing_clothe/gloves.jpg,2000.0,7000.0,979.473526601343,1434.822896458178,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,54,571172,0.0-54.0,,,,,1973.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,number-parity-trial,55,591172,0.0-55.0,,,,,,,"['arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[29, 16, 65, 9, 59, 32, 75, 17, 44, 49, 44, 45, 3, 78, 81, 66, 58, 87, 38, 81, 17, 95, 72, 89]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,56,592374,0.0-56.0,,,,,1201.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,57,593393,0.0-57.0,,,,,1018.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,58,599169,0.0-58.0,,,,,1259.0,,,arrowright,peek,/static/object_pics/drawing_clothe/gloves.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,59,607829,0.0-59.0,,,,,4802.0,,,arrowdown,push,/static/object_pics/drawing_fruit/kiwi.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,60,613991,0.0-60.0,,,,,2123.0,,,arrowright,locate,/static/object_pics/drawing_clothe/shirt.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,61,620255,0.0-61.0,,,,,2302.0,,,arrowright,trap,/static/object_pics/drawing_electronic/printer.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,62,629424,0.0-62.0,,,,,4984.0,,,arrowleft,fall,/static/object_pics/picture_insect/centipede.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,63,636498,0.0-63.0,,,,,3102.0,,,arrowleft,spread,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,64,643044,0.0-64.0,,,,,2469.0,,,arrowleft,spin,/static/object_pics/picture_sea/starfish02.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,65,649821,0.0-65.0,,,,,2496.0,,,arrowleft,combine,/static/object_pics/picture_sea/swordfish.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,66,655752,0.0-66.0,,,,,1475.0,,,arrowleft,spin,/static/object_pics/picture_sea/starfish02.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,67,662862,0.0-67.0,,,,,2600.0,,,arrowleft,spread,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,68,671081,0.0-68.0,,,,,3773.0,,,arrowright,locate,/static/object_pics/drawing_clothe/shirt.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,69,680008,0.0-69.0,,,,,4414.0,,,arrowright,trap,/static/object_pics/drawing_electronic/printer.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,70,686071,0.0-70.0,,,,,2503.0,,,arrowleft,fall,/static/object_pics/picture_insect/centipede.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,71,693538,0.0-71.0,,,,,3422.0,,,arrowdown,push,/static/object_pics/drawing_fruit/kiwi.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,72,700385,0.0-72.0,,,,,2793.0,,,arrowright,peek,/static/object_pics/drawing_clothe/gloves.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,retrieval-trial,73,707033,0.0-73.0,,,,,3027.0,,,arrowleft,combine,/static/object_pics/picture_sea/swordfish.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,74,709996,0.0-74.0,,,,,2961.0,"<p>In that last set of trials, you were correct 88% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,html-keyboard-response,75,713061,0.0-75.0,,,,,3060.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,76,720375,0.0-76.0,,,,,3422.0,,, ,grind,/static/object_pics/picture_veggie/carrot.jpg,2000.0,7000.0,1312.2406433164324,551.7833078002133,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,77,727521,0.0-77.0,,,,,3331.0,,, ,explode,/static/object_pics/picture_sea/eel.jpg,2000.0,7000.0,1224.8799182697257,566.9524250324703,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,78,737287,0.0-78.0,,,,,5983.0,,, ,whirl,/static/object_pics/drawing_electronic/hairdryer.jpg,2000.0,7000.0,1012.1357644265009,737.7322534536253,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
,encoding-trial,79,745723,0.0-79.0,,,,,4385.0,,, ,spray,/static/object_pics/picture_veggie/cauliflower.jpg,2000.0,7000.0,723.7637669597625,1304.4231871503982,,,,,,,,,,,,MEM,MEM_0047,2022-12-08 17:54:09
