success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,key,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,encoding-trial,17,459051,0.0-17.0,,,,,3446.0,,,twitch,/static/object_pics/drawing_bird/hummingbird.jpg,2000.0,7000.0,1190.1242919800086,1402.0799383032534, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,18,466715,0.0-18.0,,,,,3675.0,,,identify,/static/object_pics/drawing_mammal/gorilla.jpg,2000.0,7000.0,691.4778236565728,1259.3979935873483, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,19,473220,0.0-19.0,,,,,3196.0,,,smooth,/static/object_pics/picture_electronic/gamepad.jpg,2000.0,7000.0,613.415829102342,669.5887986670475, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,20,482668,0.0-20.0,,,,,5976.0,,,inject,/static/object_pics/picture_insect/grasshopper.jpg,2000.0,7000.0,914.3015576651953,541.131770184147, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,21,488541,0.0-21.0,,,,,1833.0,,,volley,/static/object_pics/picture_fruit/pineapple.jpg,2000.0,7000.0,1276.7463504876496,716.2387347858057, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,22,494324,0.0-22.0,,,,,2116.0,,,wrap,/static/object_pics/picture_insect/fly.jpg,2000.0,7000.0,679.1447235148651,953.8751164039058, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,23,503260,0.0-23.0,,,,,4402.0,,,stamp,/static/object_pics/drawing_sea/seahorse.jpg,2000.0,7000.0,1331.9193781749345,1185.844547745216, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,24,509357,0.0-24.0,,,,,6094.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,number-parity-trial,25,529366,0.0-25.0,,,,,,,"['arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright']",,,,,,,,,,,,,,,,"[78, 70, 88, 28, 68, 93, 5, 6, 78, 60, 68, 66, 51, 91, 71, 97, 80, 52, 41, 96, 66, 63, 32, 33, 2, 42, 64, 75, 39]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,26,532980,0.0-26.0,,,,,3611.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,27,535933,0.0-27.0,,,,,2950.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,28,544684,0.0-28.0,,,,,4793.0,,,stamp,/static/object_pics/drawing_sea/seahorse.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,29,550779,0.0-29.0,,,,,2454.0,,,wrap,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,30,558788,0.0-30.0,,,,,3862.0,,,twitch,/static/object_pics/drawing_bird/hummingbird.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,31,565956,0.0-31.0,,,,,2925.0,,,volley,/static/object_pics/picture_fruit/pineapple.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,32,573003,0.0-32.0,,,,,2566.0,,,inject,/static/object_pics/picture_insect/grasshopper.jpg,10000.0,,,,arrowleft,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,33,580125,0.0-33.0,,,,,2799.0,,,smooth,/static/object_pics/picture_electronic/gamepad.jpg,10000.0,,,,arrowleft,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,34,587787,0.0-34.0,,,,,3300.0,,,peek,/static/object_pics/picture_mammal/bison.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,35,594036,0.0-35.0,,,,,1997.0,,,identify,/static/object_pics/drawing_mammal/gorilla.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,36,599716,0.0-36.0,,,,,1861.0,,,stamp,/static/object_pics/drawing_sea/seahorse.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,37,606516,0.0-37.0,,,,,2730.0,,,smooth,/static/object_pics/picture_electronic/gamepad.jpg,10000.0,,,,arrowright,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,38,611756,0.0-38.0,,,,,1255.0,,,inject,/static/object_pics/picture_insect/grasshopper.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,39,617700,0.0-39.0,,,,,1606.0,,,volley,/static/object_pics/picture_fruit/pineapple.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,40,625627,0.0-40.0,,,,,3571.0,,,wrap,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,arrowright,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,41,630243,0.0-41.0,,,,,270.0,,,twitch,/static/object_pics/drawing_bird/hummingbird.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,42,635547,0.0-42.0,,,,,1637.0,,,peek,/static/object_pics/picture_mammal/bison.jpg,10000.0,,,,arrowleft,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,43,641276,0.0-43.0,,,,,2082.0,,,identify,/static/object_pics/drawing_mammal/gorilla.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,44,644924,0.0-44.0,,,,,3645.0,"<p>In that last set of trials, you were correct 69% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,45,649556,0.0-45.0,,,,,4630.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,46,659284,0.0-46.0,,,,,5723.0,,,join,/static/object_pics/drawing_bird/penguin.jpg,2000.0,7000.0,1078.558753580677,890.0450277486938, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,47,669052,0.0-47.0,,,,,5223.0,,,compare,/static/object_pics/drawing_bird/hen.jpg,2000.0,7000.0,1278.1942118642114,1228.899135471136, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,48,674820,0.0-48.0,,,,,1842.0,,,splash,/static/object_pics/picture_clothe/hat.jpg,2000.0,7000.0,1270.153727626932,636.596484703049, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,49,681811,0.0-49.0,,,,,3066.0,,,destroy,/static/object_pics/drawing_electronic/handmixer.jpg,2000.0,7000.0,798.0147207089592,1095.67427205071, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,50,688420,0.0-50.0,,,,,2391.0,,,add,/static/object_pics/picture_insect/scorpion.jpg,2000.0,7000.0,1409.2630431727498,782.2962072673754, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,51,698020,0.0-51.0,,,,,5291.0,,,divide,/static/object_pics/picture_mammal/horse.jpg,2000.0,7000.0,932.3845869830034,1349.1637704838229, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,52,704404,0.0-52.0,,,,,2841.0,,,give,/static/object_pics/picture_mammal/rhinoceros.jpg,2000.0,7000.0,543.1190416484864,980.1891634830815, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,53,711347,0.0-53.0,,,,,3252.0,,,reduce,/static/object_pics/picture_electronic/satellite dish.jpg,2000.0,7000.0,814.9656212296641,854.3639709163724, ,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,54,716357,0.0-54.0,,,,,5008.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,number-parity-trial,55,736363,0.0-55.0,,,,,,,"['arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft']",,,,,,,,,,,,,,,,"[63, 5, 29, 89, 46, 50, 49, 75, 87, 15, 66, 38, 50, 90, 66, 57]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,56,750709,0.0-56.0,,,,,14344.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,57,768789,0.0-57.0,,,,,18078.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,58,774908,0.0-58.0,,,,,2434.0,,,join,/static/object_pics/drawing_bird/penguin.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,59,781732,0.0-59.0,,,,,2334.0,,,splash,/static/object_pics/picture_clothe/hat.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,60,787052,0.0-60.0,,,,,1574.0,,,reduce,/static/object_pics/picture_electronic/satellite dish.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,61,793660,0.0-61.0,,,,,2334.0,,,give,/static/object_pics/picture_mammal/rhinoceros.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,62,802748,0.0-62.0,,,,,5050.0,,,compare,/static/object_pics/drawing_bird/hen.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,63,808684,0.0-63.0,,,,,2108.0,,,add,/static/object_pics/picture_insect/scorpion.jpg,10000.0,,,,arrowright,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,64,815180,0.0-64.0,,,,,2182.0,,,destroy,/static/object_pics/drawing_electronic/handmixer.jpg,10000.0,,,,arrowright,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,65,819164,0.0-65.0,,,,,49.0,,,divide,/static/object_pics/picture_mammal/horse.jpg,10000.0,,,,arrowleft,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,66,823883,0.0-66.0,,,,,219.0,,,add,/static/object_pics/picture_insect/scorpion.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,67,829724,0.0-67.0,,,,,2325.0,,,reduce,/static/object_pics/picture_electronic/satellite dish.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,68,835852,0.0-68.0,,,,,1658.0,,,splash,/static/object_pics/picture_clothe/hat.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,69,841868,0.0-69.0,,,,,1935.0,,,compare,/static/object_pics/drawing_bird/hen.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,70,846996,0.0-70.0,,,,,1096.0,,,join,/static/object_pics/drawing_bird/penguin.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,71,854388,0.0-71.0,,,,,3165.0,,,divide,/static/object_pics/picture_mammal/horse.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,72,859076,0.0-72.0,,,,,887.0,,,give,/static/object_pics/picture_mammal/rhinoceros.jpg,10000.0,,,,arrowright,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,retrieval-trial,73,866612,0.0-73.0,,,,,3731.0,,,destroy,/static/object_pics/drawing_electronic/handmixer.jpg,10000.0,,,,arrowleft,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,74,879861,0.0-74.0,,,,,13248.0,"<p>In that last set of trials, you were correct 50% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,html-keyboard-response,75,881125,0.0-75.0,,,,,1261.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,76,891708,0.0-76.0,,,,,,,,center,/static/object_pics/picture_clothe/scarf.jpg,2000.0,7000.0,517.0331049785417,1044.0511445376264,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,77,902733,0.0-77.0,,,,,,,,include,/static/object_pics/picture_insect/spider.jpg,2000.0,7000.0,1417.168187824081,573.1332838577945,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
,encoding-trial,78,913816,0.0-78.0,,,,,,,,pump,/static/object_pics/drawing_clothe/football sneaker.jpg,2000.0,7000.0,1439.6984618565227,588.104004340964,,,,,,,,,,,,,MEM,MEM_0020,2022-12-08 04:09:03
