success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,retrieval-trial,10,154819,0.0-10.0,,,,,788.0,,,arrowright,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,11,162957,0.0-11.0,,,,,3802.0,,,arrowleft,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,survey-multi-choice,12,204652,0.0-12.0-0.0,,,,,41690.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,13,209450,0.0-13.0,,,,,4795.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
True,fullscreen,14,214545,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,15,219242,0.0-15.0,,,,,4695.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,16,229467,0.0-16.0,,,,,5819.0,,, ,hold,/static/object_pics/picture_fruit/pomegranate.jpg,2000.0,7000.0,950.7010565026128,1449.2857305964876,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,17,234884,0.0-17.0,,,,,858.0,,, ,match,/static/object_pics/drawing_clothe/sock.jpg,2000.0,7000.0,1190.8042323950772,1362.5797150547187,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,18,239984,0.0-18.0,,,,,1563.0,,, ,detect,/static/object_pics/drawing_veggie/lettuce.jpg,2000.0,7000.0,745.110079070121,787.6668378780946,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,19,246643,0.0-19.0,,,,,1870.0,,, ,swim,/static/object_pics/picture_veggie/artichoke.jpg,2000.0,7000.0,1495.2170543443801,1289.2699709524159,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,20,252239,0.0-20.0,,,,,1086.0,,, ,agitate,/static/object_pics/drawing_mammal/horse.jpg,2000.0,7000.0,1036.0277517403765,1468.917708881047,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,21,257457,0.0-21.0,,,,,1330.0,,, ,chop,/static/object_pics/drawing_clothe/bowtie.jpg,2000.0,7000.0,752.2196480799872,1130.6733489356475,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,22,262459,0.0-22.0,,,,,1643.0,,, ,punch,/static/object_pics/drawing_insect/ant.jpg,2000.0,7000.0,742.0365771977474,611.9609916658918,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,23,267986,0.0-23.0,,,,,1073.0,,, ,push,/static/object_pics/drawing_insect/butterfly.jpg,2000.0,7000.0,1340.0988651828493,1108.5051256680056,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,24,278501,0.0-24.0,,,,,10512.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,number-parity-trial,25,298504,0.0-25.0,,,,,,,"['arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright']",,,,,,,,,,,,,,,,"[94, 92, 15, 84, 52, 7, 26, 10, 41, 8, 23, 66, 89, 73, 54, 97, 34]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,26,300833,0.0-26.0,,,,,2327.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,27,305037,0.0-27.0,,,,,4203.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,28,314842,0.0-28.0,,,,,5739.0,,,arrowleft,chop,/static/object_pics/drawing_clothe/bowtie.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,29,323770,0.0-29.0,,,,,4755.0,,,arrowright,hold,/static/object_pics/picture_fruit/pomegranate.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,30,330966,0.0-30.0,,,,,3373.0,,,arrowright,agitate,/static/object_pics/drawing_mammal/horse.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,31,338149,0.0-31.0,,,,,3057.0,,,arrowright,punch,/static/object_pics/drawing_insect/ant.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,32,351348,0.0-32.0,,,,,9197.0,,,arrowright,push,/static/object_pics/drawing_insect/butterfly.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,33,358981,0.0-33.0,,,,,3392.0,,,arrowright,detect,/static/object_pics/drawing_veggie/lettuce.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,34,364755,0.0-34.0,,,,,2034.0,,,arrowright,match,/static/object_pics/drawing_clothe/sock.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,35,371241,0.0-35.0,,,,,2366.0,,,arrowright,swim,/static/object_pics/picture_veggie/artichoke.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,36,378261,0.0-36.0,,,,,3465.0,,,arrowright,agitate,/static/object_pics/drawing_mammal/horse.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,37,383768,0.0-37.0,,,,,1874.0,,,arrowright,push,/static/object_pics/drawing_insect/butterfly.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,38,389927,0.0-38.0,,,,,2538.0,,,arrowright,swim,/static/object_pics/picture_veggie/artichoke.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,39,398142,0.0-39.0,,,,,4433.0,,,arrowright,chop,/static/object_pics/drawing_clothe/bowtie.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,40,405024,0.0-40.0,,,,,2935.0,,,arrowright,match,/static/object_pics/drawing_clothe/sock.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,41,411910,0.0-41.0,,,,,2478.0,,,arrowright,detect,/static/object_pics/drawing_veggie/lettuce.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,42,417596,0.0-42.0,,,,,1666.0,,,arrowleft,hold,/static/object_pics/picture_fruit/pomegranate.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,43,423363,0.0-43.0,,,,,1385.0,,,arrowright,punch,/static/object_pics/drawing_insect/ant.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,44,434200,0.0-44.0,,,,,10835.0,"<p>In that last set of trials, you were correct 75% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,45,436086,0.0-45.0,,,,,1885.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,46,443622,0.0-46.0,,,,,4216.0,,, ,melt,/static/object_pics/drawing_veggie/cauliflower.jpg,2000.0,7000.0,722.1748520836106,592.3187579900678,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,47,449822,0.0-47.0,,,,,2328.0,,, ,browse,/static/object_pics/picture_sea/piranha.jpg,2000.0,7000.0,515.6108495850201,1352.771710164453,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,48,459284,0.0-48.0,,,,,5911.0,,, ,hop,/static/object_pics/picture_insect/centipede.jpg,2000.0,7000.0,673.5791148002486,874.0824148754857,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,49,468173,0.0-49.0,,,,,4832.0,,, ,stroke,/static/object_pics/picture_veggie/potato.jpg,2000.0,7000.0,1340.1423096987528,711.5192684946376,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,50,474952,0.0-50.0,,,,,1962.0,,, ,explode,/static/object_pics/picture_mammal/sheep.jpg,2000.0,7000.0,1376.8867326934228,1435.6815586808991,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,51,481117,0.0-51.0,,,,,2163.0,,, ,spread,/static/object_pics/picture_mammal/gorilla.jpg,2000.0,7000.0,619.2019794739563,1377.9669682710128,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,52,486450,0.0-52.0,,,,,1310.0,,, ,hit,/static/object_pics/picture_sea/eel.jpg,2000.0,7000.0,1332.5265982394744,686.2871272968408,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,53,491487,0.0-53.0,,,,,1152.0,,, ,flash,/static/object_pics/picture_fruit/cherry.jpg,2000.0,7000.0,938.456511103801,942.4321528848524,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,54,493141,0.0-54.0,,,,,1652.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,number-parity-trial,55,513144,0.0-55.0,,,,,,,"['arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[22, 39, 58, 26, 61, 17, 45, 2, 49, 47, 62, 83, 22, 40, 47, 61, 42, 94, 31, 10, 17, 54, 69]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,56,514769,0.0-56.0,,,,,1623.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,57,515633,0.0-57.0,,,,,863.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,58,524361,0.0-58.0,,,,,4696.0,,,arrowleft,stroke,/static/object_pics/picture_veggie/potato.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,59,529754,0.0-59.0,,,,,1067.0,,,arrowleft,explode,/static/object_pics/picture_mammal/sheep.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,60,535060,0.0-60.0,,,,,1620.0,,,arrowleft,hop,/static/object_pics/picture_insect/centipede.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,61,541574,0.0-61.0,,,,,2829.0,,,arrowright,flash,/static/object_pics/picture_fruit/cherry.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,62,546895,0.0-62.0,,,,,1473.0,,,arrowright,hit,/static/object_pics/picture_sea/eel.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,63,554702,0.0-63.0,,,,,4212.0,,,arrowleft,melt,/static/object_pics/drawing_veggie/cauliflower.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,64,563171,0.0-64.0,,,,,4148.0,,,arrowleft,spread,/static/object_pics/picture_mammal/gorilla.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,65,571295,0.0-65.0,,,,,4066.0,,,arrowright,browse,/static/object_pics/picture_sea/piranha.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,66,577914,0.0-66.0,,,,,2328.0,,,arrowleft,melt,/static/object_pics/drawing_veggie/cauliflower.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,67,583216,0.0-67.0,,,,,1009.0,,,arrowleft,hop,/static/object_pics/picture_insect/centipede.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,68,590209,0.0-68.0,,,,,3222.0,,,arrowright,browse,/static/object_pics/picture_sea/piranha.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,69,596360,0.0-69.0,,,,,2172.0,,,arrowleft,explode,/static/object_pics/picture_mammal/sheep.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,70,601409,0.0-70.0,,,,,745.0,,,arrowleft,hit,/static/object_pics/picture_sea/eel.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,71,607269,0.0-71.0,,,,,1457.0,,,arrowleft,flash,/static/object_pics/picture_fruit/cherry.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,72,612339,0.0-72.0,,,,,1269.0,,,arrowleft,stroke,/static/object_pics/picture_veggie/potato.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,retrieval-trial,73,618062,0.0-73.0,,,,,1552.0,,,arrowleft,spread,/static/object_pics/picture_mammal/gorilla.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,74,620681,0.0-74.0,,,,,2616.0,"<p>In that last set of trials, you were correct 63% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,html-keyboard-response,75,621997,0.0-75.0,,,,,1315.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,76,628925,0.0-76.0,,,,,2907.0,,, ,pump,/static/object_pics/picture_insect/bumble bee.jpg,2000.0,7000.0,1262.8128890776147,752.2395156506316,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,77,634216,0.0-77.0,,,,,1953.0,,, ,warm,/static/object_pics/drawing_veggie/pumpkin.jpg,2000.0,7000.0,784.2823642148121,548.9994066329868,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
,encoding-trial,78,639486,0.0-78.0,,,,,1538.0,,, ,grind,/static/object_pics/drawing_mammal/rhinoceros.jpg,2000.0,7000.0,1078.0607901167537,650.2516942050685,,,,,,,,,,,,MEM,MEM_0038,2022-12-08 17:24:54
