success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,key,question_order,exp,subjectId,date
,visual-trial,18,164240,0.0-18.0,,,,,1055.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/strawberry.jpg,7000.0,inanimate,photo,841.9610657207884,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,19,169127,0.0-19.0,,,,,1128.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/football sneaker.jpg,7000.0,inanimate,photo,744.619689447966,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,20,174467,0.0-20.0,,,,,957.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/cucumber.jpg,7000.0,inanimate,drawing,1372.540201197524,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,21,178953,0.0-21.0,,,,,899.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/rabbit.jpg,7000.0,animate,photo,566.0492112679592,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,22,183649,0.0-22.0,,,,,898.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/canary.jpg,7000.0,animate,drawing,785.494628653569,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,23,188694,0.0-23.0,,,,,1128.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/mantaray.jpg,7000.0,animate,photo,902.2943074857783,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,24,193886,0.0-24.0,,,,,1024.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/fly.jpg,7000.0,animate,drawing,1153.9843718082745,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,25,198170,0.0-25.0,,,,,747.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/banana.jpg,7000.0,inanimate,photo,525.4032346855695,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,26,202416,0.0-26.0,,,,,690.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/toucan.jpg,7000.0,animate,drawing,545.8726484017207,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,27,207431,0.0-27.0,,,,,873.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/cherry.jpg,7000.0,inanimate,photo,1130.8097449403156,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,28,212165,0.0-28.0,,,,,934.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/hairdryer.jpg,7000.0,inanimate,drawing,787.8770695259227,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,29,217638,0.0-29.0,,,,,1172.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/satellite dish.jpg,7000.0,inanimate,drawing,1274.8217799603244,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,30,223065,0.0-30.0,,,,,913.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/radio.jpg,7000.0,inanimate,drawing,1496.2906171064583,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,31,227743,0.0-31.0,,,,,881.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/pelican.jpg,7000.0,animate,drawing,780.3191536017722,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,32,232091,0.0-32.0,,,,,765.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/beetroot.jpg,7000.0,inanimate,drawing,566.8437079638069,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,33,237127,0.0-33.0,,,,,736.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/pigeon.jpg,7000.0,animate,drawing,1288.5289932664248,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,34,242178,0.0-34.0,,,,,708.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/camel.jpg,7000.0,animate,photo,1327.7583174171223,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,35,246705,0.0-35.0,,,,,722.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/penguin.jpg,7000.0,animate,drawing,794.2124984319792,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,36,252339,0.0-36.0,,,,,1980.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/bumble bee.jpg,7000.0,animate,drawing,639.4377625620644,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,37,257812,0.0-37.0,,,,,1445.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/cockroach.jpg,7000.0,animate,drawing,1013.3945846725145,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,38,262995,0.0-38.0,,,,,852.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/bison.jpg,7000.0,animate,photo,1315.09213916128,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,39,267495,0.0-39.0,,,,,809.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/hen.jpg,7000.0,animate,drawing,678.8688292986229,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,40,274455,0.0-40.0,,,,,2553.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/carrots.jpg,7000.0,inanimate,drawing,1391.4597152423949,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,41,280656,0.0-41.0,,,,,1729.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/piranha.jpg,7000.0,animate,photo,1458.2622333767035,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,html-keyboard-response,42,318487,0.0-42.0,,,,,37828.0,"
        <p>In that last set of trials, you were correct 63% of the time.</p>
        <p>Feel free to take a brief break. In the next set of trials, you will continue with the same task.
        The instructions are displayed below, in case you need a refresher.
        Press the space bar when you are ready to continue.</p>
        <p>In this task, you will see a series of objects. On some trials, your job is to determine
        whether the object shown is a color photograph or a line drawing. On other trials, your job
        is to determine whether the object represented is animate or inanimate.

        <br><br>
        You will know which response to make depending on the initial display, which will say
        ""animate / inanimate"" or ""photo / drawing"".
        <br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br>
        Please respond as quickly as possible, and use your dominant hand to make your responses.
        <br><br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br><br>
        <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
        <br>
        In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
        <br>
        <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,43,323520,0.0-43.0,,,,,1057.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/artichoke.jpg,7000.0,inanimate,drawing,952.364133045549,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,44,328692,0.0-44.0,,,,,1069.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/gloves.jpg,7000.0,inanimate,photo,1087.9461840330137,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,45,334245,0.0-45.0,,,,,1327.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/kiwi.jpg,7000.0,inanimate,photo,1210.8041423975262,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,46,340150,0.0-46.0,,,,,1575.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/sport t-shirt.jpg,7000.0,inanimate,photo,1308.7543158298074,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,47,345803,0.0-47.0,,,,,1451.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/jeans.jpg,7000.0,inanimate,photo,1183.9506430162146,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,48,350326,0.0-48.0,,,,,911.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/seal.jpg,7000.0,animate,photo,600.2886861994243,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,49,355814,0.0-49.0,,,,,1952.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/pineapple.jpg,7000.0,inanimate,photo,520.8954456663504,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,50,361713,0.0-50.0,,,,,1771.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/calculator.jpg,7000.0,inanimate,drawing,1113.9633068112212,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,51,366498,0.0-51.0,,,,,844.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/tomato.jpg,7000.0,inanimate,drawing,931.8364816595986,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,52,371962,0.0-52.0,,,,,1707.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/pufferfish.jpg,7000.0,animate,photo,743.2040934845696,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,53,377946,0.0-53.0,,,,,1588.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/lion.jpg,7000.0,animate,photo,1382.4917902904408,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,54,383332,0.0-54.0,,,,,1126.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/gamepad.jpg,7000.0,inanimate,drawing,1236.0616194901284,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,55,389218,0.0-55.0,,,,,2132.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/asparagus.jpg,7000.0,inanimate,drawing,738.0793548483775,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,56,393962,0.0-56.0,,,,,939.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_fruit/apple.jpg,7000.0,inanimate,photo,788.976643886285,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,57,400653,0.0-57.0,,,,,2677.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/antelope.jpg,7000.0,animate,photo,1002.3585509374027,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,58,406090,0.0-58.0,,,,,1485.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/giraffe.jpg,7000.0,animate,photo,928.2742313876868,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,59,411867,0.0-59.0,,,,,1708.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/ostrich.jpg,7000.0,animate,drawing,1049.7107959824837,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,60,417348,0.0-60.0,,,,,1198.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/snail.jpg,7000.0,animate,drawing,1273.436444297029,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,61,422258,0.0-61.0,,,,,948.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/coffee maker.jpg,7000.0,inanimate,drawing,951.2262618036573,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,62,428838,0.0-62.0,,,,,2664.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/shark.jpg,7000.0,animate,photo,906.2722765326088,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,63,433979,0.0-63.0,,,,,1197.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/shirt.jpg,7000.0,inanimate,photo,930.8901381668375,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,64,438809,0.0-64.0,,,,,858.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/duck.jpg,7000.0,animate,drawing,956.1623868224311,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,65,443785,0.0-65.0,,,,,907.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/garlic.jpg,7000.0,inanimate,drawing,1056.8575356299198,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,66,449210,0.0-66.0,,,,,1074.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/dragonfly.jpg,7000.0,animate,drawing,1338.3634299238493,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,67,454445,0.0-67.0,,,,,958.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/kangaroo.jpg,7000.0,animate,photo,1262.9885204438583,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,68,459793,0.0-68.0,,,,,907.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/high heels.jpg,7000.0,inanimate,photo,1426.0617461397962,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,69,464930,0.0-69.0,,,,,1258.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/dress.jpg,7000.0,inanimate,photo,865.4524627182469,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,70,470893,0.0-70.0,,,,,1511.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/remote control.jpg,7000.0,inanimate,drawing,1436.596080356494,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,71,475629,0.0-71.0,,,,,974.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/seaturtle.jpg,7000.0,animate,photo,745.0614609883557,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,72,480712,0.0-72.0,,,,,1121.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/horse.jpg,7000.0,animate,photo,943.5508131538686,False,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,73,485399,0.0-73.0,,,,,1057.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/cauliflower.jpg,7000.0,inanimate,drawing,612.8974351271237,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,74,490379,0.0-74.0,,,,,716.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/sheep.jpg,7000.0,animate,photo,1249.7207906705403,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,html-keyboard-response,75,503301,0.0-75.0,,,,,12921.0,"
        <p>In that last set of trials, you were correct 63% of the time.</p>
        <p>Feel free to take a brief break. In the next set of trials, you will continue with the same task.
        The instructions are displayed below, in case you need a refresher.
        Press the space bar when you are ready to continue.</p>
        <p>In this task, you will see a series of objects. On some trials, your job is to determine
        whether the object shown is a color photograph or a line drawing. On other trials, your job
        is to determine whether the object represented is animate or inanimate.

        <br><br>
        You will know which response to make depending on the initial display, which will say
        ""animate / inanimate"" or ""photo / drawing"".
        <br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br>
        Please respond as quickly as possible, and use your dominant hand to make your responses.
        <br><br>
        You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
        <br><br>
        <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
        <br>
        In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
        <br>
        <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,76,508865,0.0-76.0,,,,,1970.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/flamingo.jpg,7000.0,animate,drawing,578.9240259899184,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,77,513787,0.0-77.0,,,,,1012.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/laptop.jpg,7000.0,inanimate,drawing,894.8637017973817,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,78,518387,0.0-78.0,,,,,932.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/turkey.jpg,7000.0,animate,drawing,655.0158665317185,True,arrowright,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,79,522880,0.0-79.0,,,,,801.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/mushrooms.jpg,7000.0,inanimate,drawing,675.4081763164857,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,80,528208,0.0-80.0,,,,,1049.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/owl.jpg,7000.0,animate,drawing,1268.4570327129327,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,81,534033,0.0-81.0,,,,,2266.0,,,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/octopus.jpg,7000.0,animate,photo,543.1433782597466,True,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
,visual-trial,82,539167,0.0-82.0,,,,,1471.0,,,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/lettuce.jpg,7000.0,inanimate,drawing,650.2590075939474,False,arrowleft,,MEM,MEM_0070,2022-12-08 22:16:42
