success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,key,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,encoding-trial,18,303564,0.0-16.0,,,,,,,,bump,/static/object_pics/drawing_electronic/gamepad.jpg,2000.0,7000.0,1366.7203240010706,1323.2594088638643,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,19,314541,0.0-17.0,,,,,,,,pump,/static/object_pics/drawing_electronic/laptop.jpg,2000.0,7000.0,602.9532055752145,1341.936960385842,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,20,325477,0.0-18.0,,,,,,,,fit,/static/object_pics/drawing_clothe/hat.jpg,2000.0,7000.0,1160.5694763301813,748.4085862628338,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,21,336572,0.0-19.0,,,,,,,,compare,/static/object_pics/drawing_sea/dolphin.jpg,2000.0,7000.0,1082.5436132390607,980.0867812309828,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,22,347348,0.0-20.0,,,,,,,,arrange,/static/object_pics/picture_electronic/printer.jpg,2000.0,7000.0,807.8137194023973,952.4058438743339,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,23,358084,0.0-21.0,,,,,,,,hop,/static/object_pics/drawing_insect/ant.jpg,2000.0,7000.0,637.421264404419,1069.8655550882652,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,24,368164,0.0-22.0,,,,,,,,kick,/static/object_pics/picture_mammal/camel.jpg,2000.0,7000.0,549.2123059626373,508.3561685614162,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,25,378845,0.0-23.0,,,,,,,,locate,/static/object_pics/drawing_veggie/artichoke.jpg,2000.0,7000.0,591.5567995012847,1056.357813647257,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,26,386501,0.0-24.0,,,,,7656.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,number-parity-trial,27,406508,0.0-25.0,,,,,,,"['arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright']",,,,,,,,,,,,,,,,"[97, 69, 74, 76, 41, 74, 52, 14, 18, 60, 48, 43, 36, 70, 40, 47, 93, 97, 4, 96, 85, 61, 13, 58, 7, 96]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True]",0.92,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,28,408108,0.0-26.0,,,,,1599.0,"<p>In that last set of trials, you were correct 92% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,29,424380,0.0-27.0,,,,,16272.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,30,432103,0.0-28.0,,,,,3387.0,,,bump,/static/object_pics/drawing_electronic/gamepad.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,31,438936,0.0-29.0,,,,,2460.0,,,fit,/static/object_pics/drawing_clothe/hat.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,32,445803,0.0-30.0,,,,,2703.0,,,arrange,/static/object_pics/picture_electronic/printer.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,33,451397,0.0-31.0,,,,,1601.0,,,pump,/static/object_pics/drawing_electronic/laptop.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,34,457070,0.0-32.0,,,,,1619.0,,,compare,/static/object_pics/drawing_sea/dolphin.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,35,462747,0.0-33.0,,,,,1223.0,,,locate,/static/object_pics/drawing_veggie/artichoke.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,36,467575,0.0-34.0,,,,,1154.0,,,hop,/static/object_pics/drawing_insect/ant.jpg,10000.0,,,,arrowleft,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,37,472946,0.0-35.0,,,,,1325.0,,,kick,/static/object_pics/picture_mammal/camel.jpg,10000.0,,,,arrowleft,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,38,477811,0.0-36.0,,,,,803.0,,,locate,/static/object_pics/drawing_veggie/artichoke.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,39,483131,0.0-37.0,,,,,1055.0,,,hop,/static/object_pics/drawing_insect/ant.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,40,487832,0.0-38.0,,,,,1037.0,,,arrange,/static/object_pics/picture_electronic/printer.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,41,492705,0.0-39.0,,,,,548.0,,,pump,/static/object_pics/drawing_electronic/laptop.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,42,497199,0.0-40.0,,,,,675.0,,,bump,/static/object_pics/drawing_electronic/gamepad.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,43,502861,0.0-41.0,,,,,1233.0,,,compare,/static/object_pics/drawing_sea/dolphin.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,44,508598,0.0-42.0,,,,,1265.0,,,fit,/static/object_pics/drawing_clothe/hat.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,45,513432,0.0-43.0,,,,,1180.0,,,kick,/static/object_pics/picture_mammal/camel.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,46,515525,0.0-44.0,,,,,2089.0,"<p>In that last set of trials, you were correct 56% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,47,528648,0.0-45.0,,,,,13122.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,48,539804,0.0-46.0,,,,,,,,copy,/static/object_pics/picture_veggie/pumpkin.jpg,2000.0,7000.0,1412.3149180396285,718.1584813504822,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,49,551147,0.0-47.0,,,,,,,,harm,/static/object_pics/drawing_bird/pigeon.jpg,2000.0,7000.0,1412.4154112071408,905.4526954549113,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,50,562788,0.0-48.0,,,,,,,,add,/static/object_pics/picture_mammal/bull.jpg,2000.0,7000.0,1128.4225204721738,1483.911661798991,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,51,573772,0.0-49.0,,,,,,,,drill,/static/object_pics/picture_bird/canary.jpg,2000.0,7000.0,1129.9072477274478,830.1420277642173,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,52,585238,0.0-50.0,,,,,,,,draw,/static/object_pics/picture_fruit/cherry.jpg,2000.0,7000.0,1344.557664330276,1087.5675803295912,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,53,596284,0.0-51.0,,,,,,,,fall,/static/object_pics/drawing_electronic/phone.jpg,2000.0,7000.0,1044.5317948332538,974.9069682424492,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,54,607397,0.0-52.0,,,,,,,,drop,/static/object_pics/picture_fruit/pomegranate.jpg,2000.0,7000.0,1061.9645701544787,1030.2815966126375,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,encoding-trial,55,618620,0.0-53.0,,,,,,,,decorate,/static/object_pics/picture_electronic/computer mouse.jpg,2000.0,7000.0,1282.3999823726358,905.7787844993524,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,56,656387,0.0-54.0,,,,,37766.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,number-parity-trial,57,676395,0.0-55.0,,,,,,,"['arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright']",,,,,,,,,,,,,,,,"[43, 92, 10, 4, 8, 29, 73, 80, 8, 76, 66, 36, 57, 2, 77, 88, 25, 60, 46, 43, 37, 95, 56, 32, 84, 81, 85, 12, 7, 42, 33, 74, 84, 29, 53, 18]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]",0.9714285714285714,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,58,680215,0.0-56.0,,,,,3819.0,"<p>In that last set of trials, you were correct 97% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,59,697639,0.0-57.0,,,,,17423.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,60,702241,0.0-58.0,,,,,942.0,,,decorate,/static/object_pics/picture_electronic/computer mouse.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,61,707152,0.0-59.0,,,,,828.0,,,draw,/static/object_pics/picture_fruit/cherry.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,62,716968,0.0-60.0,,,,,5933.0,,,copy,/static/object_pics/picture_veggie/pumpkin.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,63,722160,0.0-61.0,,,,,1301.0,,,harm,/static/object_pics/drawing_bird/pigeon.jpg,10000.0,,,,arrowright,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,64,730113,0.0-62.0,,,,,3694.0,,,fall,/static/object_pics/drawing_electronic/phone.jpg,10000.0,,,,arrowright,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,65,737072,0.0-63.0,,,,,2972.0,,,drop,/static/object_pics/picture_fruit/pomegranate.jpg,10000.0,,,,arrowleft,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,66,746183,0.0-64.0,,,,,5219.0,,,add,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,arrowright,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,67,751229,0.0-65.0,,,,,545.0,,,drill,/static/object_pics/picture_bird/canary.jpg,10000.0,,,,arrowleft,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,68,757793,0.0-66.0,,,,,2414.0,,,draw,/static/object_pics/picture_fruit/cherry.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,69,762743,0.0-67.0,,,,,975.0,,,copy,/static/object_pics/picture_veggie/pumpkin.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,70,767171,0.0-68.0,,,,,798.0,,,fall,/static/object_pics/drawing_electronic/phone.jpg,10000.0,,,,arrowleft,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,71,774490,0.0-69.0,,,,,2887.0,,,decorate,/static/object_pics/picture_electronic/computer mouse.jpg,10000.0,,,,arrowright,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,72,785405,0.0-70.0,,,,,6418.0,,,harm,/static/object_pics/drawing_bird/pigeon.jpg,10000.0,,,,arrowright,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,73,792648,0.0-71.0,,,,,2908.0,,,drill,/static/object_pics/picture_bird/canary.jpg,10000.0,,,,arrowleft,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,74,797943,0.0-72.0,,,,,1148.0,,,add,/static/object_pics/picture_mammal/bull.jpg,10000.0,,,,arrowright,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,retrieval-trial,75,803190,0.0-73.0,,,,,1249.0,,,drop,/static/object_pics/picture_fruit/pomegranate.jpg,10000.0,,,,arrowleft,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0031,2022-12-08 05:03:48
,html-keyboard-response,76,831812,0.0-74.0,,,,,28622.0,"<p>In that last set of trials, you were correct 63% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0031,2022-12-08 05:03:48
