success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
,retrieval-trial,10,140544,0.0-10.0,,,,,4053.0,,,arrowright,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,11,146561,0.0-11.0,,,,,1902.0,,,arrowleft,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,survey-multi-choice,12,178665,0.0-12.0-0.0,,,,,32101.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,13,188563,0.0-13.0,,,,,9897.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
True,fullscreen,14,193075,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,15,195562,0.0-15.0,,,,,2486.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,16,204901,0.0-16.0,,,,,4517.0,,, ,bury,/static/object_pics/picture_insect/fly.jpg,2000.0,7000.0,1344.3593778956258,1452.103740276646,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,17,211026,0.0-17.0,,,,,2479.0,,, ,crush,/static/object_pics/drawing_bird/duck.jpg,2000.0,7000.0,804.1249378776288,806.5863967662528,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,18,216010,0.0-18.0,,,,,1389.0,,, ,browse,/static/object_pics/drawing_bird/hen.jpg,2000.0,7000.0,601.350386001182,961.5582179121408,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,19,221828,0.0-19.0,,,,,1716.0,,, ,melt,/static/object_pics/drawing_electronic/gamepad.jpg,2000.0,7000.0,1260.2194175707145,816.2469857877161,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,20,227390,0.0-20.0,,,,,1360.0,,, ,agitate,/static/object_pics/drawing_bird/vulture.jpg,2000.0,7000.0,745.1424230294995,1426.0613315749745,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,21,233135,0.0-21.0,,,,,1233.0,,, ,remove,/static/object_pics/picture_bird/owl.jpg,2000.0,7000.0,1454.9102846990431,1034.3853298760987,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,22,238404,0.0-22.0,,,,,1571.0,,, ,jump,/static/object_pics/drawing_mammal/bison.jpg,2000.0,7000.0,1092.3111440424855,581.3943974698589,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,23,244222,0.0-23.0,,,,,1598.0,,, ,boot,/static/object_pics/drawing_electronic/satellite dish.jpg,2000.0,7000.0,982.8971214868645,1216.238904599844,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,24,249510,0.0-24.0,,,,,5288.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,number-parity-trial,25,269523,0.0-25.0,,,,,,,"['arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright']",,,,,,,,,,,,,,,,"[65, 27, 95, 30, 62, 37, 56, 94, 19, 77, 59, 33, 6, 92, 23, 44]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,26,272539,0.0-26.0,,,,,3015.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,27,275217,0.0-27.0,,,,,2677.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,28,283125,0.0-28.0,,,,,4119.0,,,arrowleft,agitate,/static/object_pics/drawing_bird/vulture.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,29,290097,0.0-29.0,,,,,2985.0,,,arrowright,jump,/static/object_pics/drawing_mammal/bison.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,30,296326,0.0-30.0,,,,,2568.0,,,arrowleft,crush,/static/object_pics/drawing_bird/duck.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,31,305926,0.0-31.0,,,,,5539.0,,,arrowright,remove,/static/object_pics/picture_bird/owl.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,32,315896,0.0-32.0,,,,,6137.0,,,arrowright,boot,/static/object_pics/drawing_electronic/satellite dish.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,33,326341,0.0-33.0,,,,,6894.0,,,arrowleft,bury,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,34,337516,0.0-34.0,,,,,7305.0,,,arrowleft,melt,/static/object_pics/drawing_electronic/gamepad.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,35,343409,0.0-35.0,,,,,1991.0,,,arrowleft,browse,/static/object_pics/drawing_bird/hen.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,36,352025,0.0-36.0,,,,,4962.0,,,arrowleft,bury,/static/object_pics/picture_insect/fly.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,37,361873,0.0-37.0,,,,,5415.0,,,arrowright,crush,/static/object_pics/drawing_bird/duck.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,38,370361,0.0-38.0,,,,,4472.0,,,arrowright,agitate,/static/object_pics/drawing_bird/vulture.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,39,378680,0.0-39.0,,,,,3896.0,,,arrowleft,melt,/static/object_pics/drawing_electronic/gamepad.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,40,384454,0.0-40.0,,,,,1888.0,,,arrowleft,jump,/static/object_pics/drawing_mammal/bison.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,41,391532,0.0-41.0,,,,,3352.0,,,arrowleft,remove,/static/object_pics/picture_bird/owl.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,42,398194,0.0-42.0,,,,,2683.0,,,arrowright,boot,/static/object_pics/drawing_electronic/satellite dish.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,43,405784,0.0-43.0,,,,,3644.0,,,arrowleft,browse,/static/object_pics/drawing_bird/hen.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,44,409408,0.0-44.0,,,,,3622.0,"<p>In that last set of trials, you were correct 50% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,45,412015,0.0-45.0,,,,,2606.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,46,419224,0.0-46.0,,,,,2997.0,,, ,arrange,/static/object_pics/picture_clothe/shirt.jpg,2000.0,7000.0,821.3264583615032,1358.6149290871185,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,47,425206,0.0-47.0,,,,,2692.0,,, ,wipe,/static/object_pics/picture_electronic/handmixer.jpg,2000.0,7000.0,601.9078562704958,677.5562461119666,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,48,432644,0.0-48.0,,,,,3551.0,,, ,assemble,/static/object_pics/picture_electronic/toaster.jpg,2000.0,7000.0,642.1356358192762,1215.8716419763705,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,49,440113,0.0-49.0,,,,,3258.0,,, ,fade,/static/object_pics/drawing_electronic/laptop.jpg,2000.0,7000.0,1255.145024367315,941.4615845776448,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,50,446137,0.0-50.0,,,,,2043.0,,, ,swim,/static/object_pics/drawing_insect/snail.jpg,2000.0,7000.0,596.2722686195958,1369.50956669504,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,51,452963,0.0-51.0,,,,,3553.0,,, ,walk,/static/object_pics/picture_electronic/keyboard.jpg,2000.0,7000.0,577.1663493121315,682.6246834890511,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,52,458958,0.0-52.0,,,,,1785.0,,, ,connect,/static/object_pics/picture_mammal/giraffe.jpg,2000.0,7000.0,726.7057271844584,1461.4861666382585,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,53,465523,0.0-53.0,,,,,2589.0,,, ,grab,/static/object_pics/drawing_clothe/football sneaker.jpg,2000.0,7000.0,727.1055892620045,1220.6609926594138,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,54,467450,0.0-54.0,,,,,1926.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,number-parity-trial,55,487459,0.0-55.0,,,,,,,"['arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft']",,,,,,,,,,,,,,,,"[17, 77, 58, 64, 5, 49, 19, 39, 45, 40, 13, 90, 28, 72, 60, 86, 84, 90, 47, 37, 28, 18, 95, 27, 65, 15, 9, 39, 68, 64]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1.0,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,56,490351,0.0-56.0,,,,,2890.0,"<p>In that last set of trials, you were correct 100% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,57,508832,0.0-57.0,,,,,18482.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,58,520790,0.0-58.0,,,,,8212.0,,,arrowright,grab,/static/object_pics/drawing_clothe/football sneaker.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,59,528345,0.0-59.0,,,,,3465.0,,,arrowleft,connect,/static/object_pics/picture_mammal/giraffe.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,60,536616,0.0-60.0,,,,,4479.0,,,arrowleft,assemble,/static/object_pics/picture_electronic/toaster.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,61,543668,0.0-61.0,,,,,3276.0,,,arrowright,walk,/static/object_pics/picture_electronic/keyboard.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,62,549837,0.0-62.0,,,,,1655.0,,,arrowdown,wipe,/static/object_pics/picture_electronic/handmixer.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,63,558503,0.0-63.0,,,,,4778.0,,,arrowleft,arrange,/static/object_pics/picture_clothe/shirt.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,64,563786,0.0-64.0,,,,,1440.0,,,arrowdown,swim,/static/object_pics/drawing_insect/snail.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,65,572474,0.0-65.0,,,,,4254.0,,,arrowdown,fade,/static/object_pics/drawing_electronic/laptop.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,66,580914,0.0-66.0,,,,,4739.0,,,arrowleft,grab,/static/object_pics/drawing_clothe/football sneaker.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,67,589607,0.0-67.0,,,,,4845.0,,,arrowright,wipe,/static/object_pics/picture_electronic/handmixer.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,68,596572,0.0-68.0,,,,,2448.0,,,arrowdown,swim,/static/object_pics/drawing_insect/snail.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,69,602309,0.0-69.0,,,,,1600.0,,,arrowdown,walk,/static/object_pics/picture_electronic/keyboard.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,70,610677,0.0-70.0,,,,,3933.0,,,arrowleft,arrange,/static/object_pics/picture_clothe/shirt.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,71,617388,0.0-71.0,,,,,2555.0,,,arrowright,connect,/static/object_pics/picture_mammal/giraffe.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,72,625373,0.0-72.0,,,,,3608.0,,,arrowleft,assemble,/static/object_pics/picture_electronic/toaster.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,retrieval-trial,73,633277,0.0-73.0,,,,,3530.0,,,arrowdown,fade,/static/object_pics/drawing_electronic/laptop.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,74,636960,0.0-74.0,,,,,3680.0,"<p>In that last set of trials, you were correct 38% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,html-keyboard-response,75,638858,0.0-75.0,,,,,1899.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,76,650334,0.0-76.0,,,,,,,,,destroy,/static/object_pics/drawing_bird/flamingo.jpg,2000.0,7000.0,1065.9666732928604,1380.4432748703161,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,77,660518,0.0-77.0,,,,,6555.0,,, ,splash,/static/object_pics/picture_sea/eel.jpg,2000.0,7000.0,500.7352691748902,1115.7678328430788,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
,encoding-trial,78,670165,0.0-78.0,,,,,5357.0,,, ,pick,/static/object_pics/picture_electronic/remote control.jpg,2000.0,7000.0,960.2451589390408,1303.3901519396236,,,,,,,,,,,,MEM,MEM_0034,2022-12-08 17:36:35
